PANDA -- facet enumeration with adjacency decomposition
Warning: validity of input vertices cannot be verified for reduced input.
Reduced Inequalities:
x0 -x3 +x4 -x7 +x10 -x11 +x14 -x15 +x17 -x19 +x21 -x23 +x28 -x30 +x36 -x38 +x44 -x50 +x52 -x58 +x60 -x64 +x68 -x72 +x76 <= 1
Processing #1 of at least 1 class
x0 -x3 +x4 -x7 +x8 +x12 +x17 -x19 +x21 -x23 +x28 -x30 +x36 -x38 +x44 -x46 -x54 -x64 +x68 -x72 +x76 <= 1
Processing #2 of at least 2 classes
Fourier-Motzkin Elimination step 4631 / 3450112: 4687
Fourier-Motzkin Elimination step 4633 / 3450112: 4828
Fourier-Motzkin Elimination step 4634 / 3450112: 4671
Fourier-Motzkin Elimination step 4635 / 3450112: 4570
Fourier-Motzkin Elimination step 4636 / 3450112: 4545
Fourier-Motzkin Elimination step 4637 / 3450112: 4635
Fourier-Motzkin Elimination step 5382 / 2304896: 5416
Fourier-Motzkin Elimination step 4638 / 3450112: 4375
Fourier-Motzkin Elimination step 4640 / 3450112: 4303
Fourier-Motzkin Elimination step 4641 / 3450112: 4328
Fourier-Motzkin Elimination step 4642 / 3450112: 4337
Fourier-Motzkin Elimination step 4643 / 3450112: 4502
Fourier-Motzkin Elimination step 4644 / 3450112: 4225
Fourier-Motzkin Elimination step 4645 / 3450112: 3962
Fourier-Motzkin Elimination step 5398 / 2304896: 5634
Fourier-Motzkin Elimination step 5410 / 2304896: 5456
Fourier-Motzkin Elimination step 5419 / 2304896: 6361
Fourier-Motzkin Elimination step 5422 / 2304896: 6622
Fourier-Motzkin Elimination step 5423 / 2304896: 6471
Fourier-Motzkin Elimination step 5424 / 2304896: 6359
Fourier-Motzkin Elimination step 5425 / 2304896: 6349
Fourier-Motzkin Elimination step 5426 / 2304896: 6079
Fourier-Motzkin Elimination step 4718 / 3450112: 4123
Fourier-Motzkin Elimination step 5431 / 2304896: 6455
Fourier-Motzkin Elimination step 4719 / 3450112: 4392
Fourier-Motzkin Elimination step 5432 / 2304896: 6455
Fourier-Motzkin Elimination step 5433 / 2304896: 6538
Fourier-Motzkin Elimination step 5434 / 2304896: 6621
Fourier-Motzkin Elimination step 5435 / 2304896: 6404
Fourier-Motzkin Elimination step 4724 / 3450112: 4818
Fourier-Motzkin Elimination step 5438 / 2304896: 6231
Fourier-Motzkin Elimination step 4726 / 3450112: 5156
Fourier-Motzkin Elimination step 4727 / 3450112: 5445
Fourier-Motzkin Elimination step 5440 / 2304896: 6499
Fourier-Motzkin Elimination step 4728 / 3450112: 5312
Fourier-Motzkin Elimination step 5441 / 2304896: 6443
Fourier-Motzkin Elimination step 4729 / 3450112: 5392
Fourier-Motzkin Elimination step 5442 / 2304896: 6379
Fourier-Motzkin Elimination step 4730 / 3450112: 5472
Fourier-Motzkin Elimination step 4731 / 3450112: 5590
Fourier-Motzkin Elimination step 5445 / 2304896: 6154
Fourier-Motzkin Elimination step 4732 / 3450112: 5471
Fourier-Motzkin Elimination step 4733 / 3450112: 5609
Fourier-Motzkin Elimination step 5449 / 2304896: 5837
Fourier-Motzkin Elimination step 4734 / 3450112: 5245
Fourier-Motzkin Elimination step 5450 / 2304896: 5597
Fourier-Motzkin Elimination step 4735 / 3450112: 5751
Fourier-Motzkin Elimination step 4736 / 3450112: 5800
Fourier-Motzkin Elimination step 4737 / 3450112: 6085
Fourier-Motzkin Elimination step 5454 / 2304896: 5878
Fourier-Motzkin Elimination step 5455 / 2304896: 5687
Fourier-Motzkin Elimination step 4738 / 3450112: 6241
Fourier-Motzkin Elimination step 4739 / 3450112: 6598
Fourier-Motzkin Elimination step 5458 / 2304896: 5580
Fourier-Motzkin Elimination step 4740 / 3450112: 6825
Fourier-Motzkin Elimination step 5459 / 2304896: 5499
Fourier-Motzkin Elimination step 4741 / 3450112: 7285
Fourier-Motzkin Elimination step 5462 / 2304896: 5582
Fourier-Motzkin Elimination step 4742 / 3450112: 7092
Fourier-Motzkin Elimination step 5463 / 2304896: 5328
Fourier-Motzkin Elimination step 5464 / 2304896: 4948
Fourier-Motzkin Elimination step 4743 / 3450112: 7147
Fourier-Motzkin Elimination step 4744 / 3450112: 7202
Fourier-Motzkin Elimination step 4745 / 3450112: 7401
Fourier-Motzkin Elimination step 4746 / 3450112: 7254
Fourier-Motzkin Elimination step 4747 / 3450112: 7435
Fourier-Motzkin Elimination step 4748 / 3450112: 6867
Fourier-Motzkin Elimination step 4749 / 3450112: 7017
Fourier-Motzkin Elimination step 4750 / 3450112: 7231
Fourier-Motzkin Elimination step 4751 / 3450112: 7799
Fourier-Motzkin Elimination step 4752 / 3450112: 7212
Fourier-Motzkin Elimination step 4753 / 3450112: 7299
Fourier-Motzkin Elimination step 4754 / 3450112: 7386
Fourier-Motzkin Elimination step 4755 / 3450112: 7261
Fourier-Motzkin Elimination step 5506 / 2304896: 6396
Fourier-Motzkin Elimination step 4756 / 3450112: 7509
Fourier-Motzkin Elimination step 4757 / 3450112: 8112
Fourier-Motzkin Elimination step 5512 / 2304896: 6853
Fourier-Motzkin Elimination step 4758 / 3450112: 7213
Fourier-Motzkin Elimination step 5513 / 2304896: 7116
Fourier-Motzkin Elimination step 4759 / 3450112: 7488
Fourier-Motzkin Elimination step 5514 / 2304896: 6712
Fourier-Motzkin Elimination step 5515 / 2304896: 6900
Fourier-Motzkin Elimination step 4760 / 3450112: 7022
Fourier-Motzkin Elimination step 5518 / 2304896: 7240
Fourier-Motzkin Elimination step 4761 / 3450112: 6927
Fourier-Motzkin Elimination step 5519 / 2304896: 7415
Fourier-Motzkin Elimination step 5520 / 2304896: 7372
Fourier-Motzkin Elimination step 4762 / 3450112: 6361
Fourier-Motzkin Elimination step 5521 / 2304896: 7554
Fourier-Motzkin Elimination step 4763 / 3450112: 6673
Fourier-Motzkin Elimination step 5522 / 2304896: 7589
Fourier-Motzkin Elimination step 4764 / 3450112: 6767
Fourier-Motzkin Elimination step 5523 / 2304896: 7784
Fourier-Motzkin Elimination step 5524 / 2304896: 7810
Fourier-Motzkin Elimination step 4765 / 3450112: 7100
Fourier-Motzkin Elimination step 5525 / 2304896: 7706
Fourier-Motzkin Elimination step 4766 / 3450112: 7009
Fourier-Motzkin Elimination step 5526 / 2304896: 7602
Fourier-Motzkin Elimination step 4767 / 3450112: 7326
Fourier-Motzkin Elimination step 5527 / 2304896: 7981
Fourier-Motzkin Elimination step 5528 / 2304896: 8019
Fourier-Motzkin Elimination step 4768 / 3450112: 7643
Fourier-Motzkin Elimination step 5529 / 2304896: 8271
Fourier-Motzkin Elimination step 5530 / 2304896: 8376
Fourier-Motzkin Elimination step 4769 / 3450112: 7442
Fourier-Motzkin Elimination step 5531 / 2304896: 8322
Fourier-Motzkin Elimination step 4770 / 3450112: 7369
Fourier-Motzkin Elimination step 5532 / 2304896: 8261
Fourier-Motzkin Elimination step 4771 / 3450112: 7386
Fourier-Motzkin Elimination step 5533 / 2304896: 8290
Fourier-Motzkin Elimination step 5534 / 2304896: 8244
Fourier-Motzkin Elimination step 4772 / 3450112: 7178
Fourier-Motzkin Elimination step 5535 / 2304896: 8229
Fourier-Motzkin Elimination step 4773 / 3450112: 7173
Fourier-Motzkin Elimination step 5536 / 2304896: 8165
Fourier-Motzkin Elimination step 4774 / 3450112: 6980
Fourier-Motzkin Elimination step 5537 / 2304896: 8196
Fourier-Motzkin Elimination step 4775 / 3450112: 6993
Fourier-Motzkin Elimination step 5538 / 2304896: 8180
Fourier-Motzkin Elimination step 5539 / 2304896: 8154
Fourier-Motzkin Elimination step 4776 / 3450112: 6696
Fourier-Motzkin Elimination step 5540 / 2304896: 8260
Fourier-Motzkin Elimination step 4777 / 3450112: 6795
Fourier-Motzkin Elimination step 5541 / 2304896: 8662
Fourier-Motzkin Elimination step 4778 / 3450112: 6670
Fourier-Motzkin Elimination step 5542 / 2304896: 8074
Fourier-Motzkin Elimination step 4779 / 3450112: 6695
Fourier-Motzkin Elimination step 5543 / 2304896: 8153
Fourier-Motzkin Elimination step 4780 / 3450112: 6746
Fourier-Motzkin Elimination step 5544 / 2304896: 8267
Fourier-Motzkin Elimination step 4781 / 3450112: 6844
Fourier-Motzkin Elimination step 5545 / 2304896: 8528
Fourier-Motzkin Elimination step 4782 / 3450112: 6926
Fourier-Motzkin Elimination step 5546 / 2304896: 8424
Fourier-Motzkin Elimination step 4783 / 3450112: 7150
Fourier-Motzkin Elimination step 5547 / 2304896: 8440
Fourier-Motzkin Elimination step 5548 / 2304896: 8435
Fourier-Motzkin Elimination step 4784 / 3450112: 6952
Fourier-Motzkin Elimination step 5549 / 2304896: 8578
Fourier-Motzkin Elimination step 4785 / 3450112: 6805
Fourier-Motzkin Elimination step 5550 / 2304896: 8417
Fourier-Motzkin Elimination step 4786 / 3450112: 6658
Fourier-Motzkin Elimination step 5551 / 2304896: 8466
Fourier-Motzkin Elimination step 4787 / 3450112: 6562
Fourier-Motzkin Elimination step 5552 / 2304896: 8497
Fourier-Motzkin Elimination step 4788 / 3450112: 6311
Fourier-Motzkin Elimination step 5553 / 2304896: 8724
Fourier-Motzkin Elimination step 4789 / 3450112: 6242
Fourier-Motzkin Elimination step 5554 / 2304896: 8501
Fourier-Motzkin Elimination step 4790 / 3450112: 5915
Fourier-Motzkin Elimination step 5555 / 2304896: 8333
Fourier-Motzkin Elimination step 4791 / 3450112: 5937
Fourier-Motzkin Elimination step 5556 / 2304896: 8153
Fourier-Motzkin Elimination step 4792 / 3450112: 5856
Fourier-Motzkin Elimination step 5557 / 2304896: 8180
Fourier-Motzkin Elimination step 4793 / 3450112: 5898
Fourier-Motzkin Elimination step 5558 / 2304896: 7796
Fourier-Motzkin Elimination step 5559 / 2304896: 7907
Fourier-Motzkin Elimination step 4794 / 3450112: 5859
Fourier-Motzkin Elimination step 5560 / 2304896: 7837
Fourier-Motzkin Elimination step 4795 / 3450112: 5967
Fourier-Motzkin Elimination step 5561 / 2304896: 7847
Fourier-Motzkin Elimination step 4796 / 3450112: 6144
Fourier-Motzkin Elimination step 5562 / 2304896: 7871
Fourier-Motzkin Elimination step 4797 / 3450112: 6519
Fourier-Motzkin Elimination step 5563 / 2304896: 7780
Fourier-Motzkin Elimination step 5564 / 2304896: 7689
Fourier-Motzkin Elimination step 4798 / 3450112: 6183
Fourier-Motzkin Elimination step 5565 / 2304896: 7617
Fourier-Motzkin Elimination step 4799 / 3450112: 6043
Fourier-Motzkin Elimination step 5566 / 2304896: 7545
Fourier-Motzkin Elimination step 4800 / 3450112: 5903
Fourier-Motzkin Elimination step 5567 / 2304896: 7283
Fourier-Motzkin Elimination step 4801 / 3450112: 5822
Fourier-Motzkin Elimination step 5568 / 2304896: 7249
Fourier-Motzkin Elimination step 5569 / 2304896: 7357
Fourier-Motzkin Elimination step 4802 / 3450112: 5602
Fourier-Motzkin Elimination step 5570 / 2304896: 6958
Fourier-Motzkin Elimination step 4803 / 3450112: 5624
Fourier-Motzkin Elimination step 5571 / 2304896: 7036
Fourier-Motzkin Elimination step 4804 / 3450112: 5105
Fourier-Motzkin Elimination step 5572 / 2304896: 7177
Fourier-Motzkin Elimination step 4805 / 3450112: 5202
Fourier-Motzkin Elimination step 5573 / 2304896: 7496
Fourier-Motzkin Elimination step 4806 / 3450112: 5177
Fourier-Motzkin Elimination step 5574 / 2304896: 7396
Fourier-Motzkin Elimination step 4807 / 3450112: 5356
Fourier-Motzkin Elimination step 5575 / 2304896: 7496
Fourier-Motzkin Elimination step 5576 / 2304896: 7522
Fourier-Motzkin Elimination step 4808 / 3450112: 5091
Fourier-Motzkin Elimination step 5577 / 2304896: 7724
Fourier-Motzkin Elimination step 4809 / 3450112: 5080
Fourier-Motzkin Elimination step 4810 / 3450112: 5069
Fourier-Motzkin Elimination step 5578 / 2304896: 7546
Fourier-Motzkin Elimination step 4811 / 3450112: 4602
Fourier-Motzkin Elimination step 5579 / 2304896: 7585
Fourier-Motzkin Elimination step 5580 / 2304896: 7572
Fourier-Motzkin Elimination step 4813 / 3450112: 4574
Fourier-Motzkin Elimination step 5581 / 2304896: 7698
Fourier-Motzkin Elimination step 4814 / 3450112: 3950
Fourier-Motzkin Elimination step 5582 / 2304896: 7554
Fourier-Motzkin Elimination step 4815 / 3450112: 3658
Fourier-Motzkin Elimination step 5583 / 2304896: 7323
Fourier-Motzkin Elimination step 4816 / 3450112: 3049
Fourier-Motzkin Elimination step 5584 / 2304896: 7188
Fourier-Motzkin Elimination step 5585 / 2304896: 7285
Fourier-Motzkin Elimination step 5586 / 2304896: 6842
Fourier-Motzkin Elimination step 5587 / 2304896: 7060
Fourier-Motzkin Elimination step 5588 / 2304896: 7007
Fourier-Motzkin Elimination step 5589 / 2304896: 7045
Fourier-Motzkin Elimination step 5590 / 2304896: 7117
Fourier-Motzkin Elimination step 5591 / 2304896: 7056
Fourier-Motzkin Elimination step 5592 / 2304896: 6995
Fourier-Motzkin Elimination step 5593 / 2304896: 6957
Fourier-Motzkin Elimination step 5594 / 2304896: 6919
Fourier-Motzkin Elimination step 5595 / 2304896: 6680
Fourier-Motzkin Elimination step 5596 / 2304896: 6722
Fourier-Motzkin Elimination step 5597 / 2304896: 6926
Fourier-Motzkin Elimination step 5598 / 2304896: 6491
Fourier-Motzkin Elimination step 5599 / 2304896: 6502
Fourier-Motzkin Elimination step 5600 / 2304896: 6513
Fourier-Motzkin Elimination step 5601 / 2304896: 6390
Fourier-Motzkin Elimination step 5602 / 2304896: 6247
Fourier-Motzkin Elimination step 5603 / 2304896: 6257
Fourier-Motzkin Elimination step 5604 / 2304896: 6055
Fourier-Motzkin Elimination step 5605 / 2304896: 5851
Fourier-Motzkin Elimination step 5606 / 2304896: 5709
Fourier-Motzkin Elimination step 5607 / 2304896: 5731
Fourier-Motzkin Elimination step 5608 / 2304896: 5466
Fourier-Motzkin Elimination step 4869 / 3450112: 4294
Fourier-Motzkin Elimination step 4870 / 3450112: 4216
Fourier-Motzkin Elimination step 4871 / 3450112: 4524
Fourier-Motzkin Elimination step 4872 / 3450112: 4832
Fourier-Motzkin Elimination step 4873 / 3450112: 4902
Fourier-Motzkin Elimination step 4874 / 3450112: 4905
Fourier-Motzkin Elimination step 4876 / 3450112: 4958
Fourier-Motzkin Elimination step 4877 / 3450112: 5317
Fourier-Motzkin Elimination step 4878 / 3450112: 5306
Fourier-Motzkin Elimination step 4879 / 3450112: 5658
Fourier-Motzkin Elimination step 4880 / 3450112: 5372
Fourier-Motzkin Elimination step 4881 / 3450112: 5651
Fourier-Motzkin Elimination step 4882 / 3450112: 5702
Fourier-Motzkin Elimination step 4883 / 3450112: 6048
Fourier-Motzkin Elimination step 4884 / 3450112: 5907
Fourier-Motzkin Elimination step 4885 / 3450112: 6115
Fourier-Motzkin Elimination step 4886 / 3450112: 6161
Fourier-Motzkin Elimination step 4887 / 3450112: 6422
Fourier-Motzkin Elimination step 4888 / 3450112: 6240
Fourier-Motzkin Elimination step 4889 / 3450112: 6327
Fourier-Motzkin Elimination step 4890 / 3450112: 6414
Fourier-Motzkin Elimination step 4891 / 3450112: 6578
Fourier-Motzkin Elimination step 4892 / 3450112: 6533
Fourier-Motzkin Elimination step 4893 / 3450112: 6825
Fourier-Motzkin Elimination step 4894 / 3450112: 6417
Fourier-Motzkin Elimination step 4895 / 3450112: 6894
Fourier-Motzkin Elimination step 4896 / 3450112: 6974
Fourier-Motzkin Elimination step 4897 / 3450112: 7392
Fourier-Motzkin Elimination step 4898 / 3450112: 7372
Fourier-Motzkin Elimination step 4899 / 3450112: 7763
Fourier-Motzkin Elimination step 4900 / 3450112: 7878
Fourier-Motzkin Elimination step 4901 / 3450112: 8352
Fourier-Motzkin Elimination step 5700 / 2304896: 5517
Fourier-Motzkin Elimination step 4902 / 3450112: 8037
Fourier-Motzkin Elimination step 4903 / 3450112: 8074
Fourier-Motzkin Elimination step 4904 / 3450112: 8111
Fourier-Motzkin Elimination step 4905 / 3450112: 8373
Fourier-Motzkin Elimination step 4906 / 3450112: 8327
Fourier-Motzkin Elimination step 4907 / 3450112: 8719
Fourier-Motzkin Elimination step 5713 / 2304896: 6283
Fourier-Motzkin Elimination step 5714 / 2304896: 6361
Fourier-Motzkin Elimination step 4908 / 3450112: 8110
Fourier-Motzkin Elimination step 5717 / 2304896: 6451
Fourier-Motzkin Elimination step 4909 / 3450112: 8073
Fourier-Motzkin Elimination step 5718 / 2304896: 6168
Fourier-Motzkin Elimination step 5719 / 2304896: 6361
Fourier-Motzkin Elimination step 4910 / 3450112: 8148
Fourier-Motzkin Elimination step 5722 / 2304896: 6438
Fourier-Motzkin Elimination step 5723 / 2304896: 6384
Fourier-Motzkin Elimination step 4911 / 3450112: 8773
Fourier-Motzkin Elimination step 5724 / 2304896: 6330
Fourier-Motzkin Elimination step 5725 / 2304896: 6395
Fourier-Motzkin Elimination step 5726 / 2304896: 6460
Fourier-Motzkin Elimination step 4912 / 3450112: 7752
Fourier-Motzkin Elimination step 5727 / 2304896: 6145
Fourier-Motzkin Elimination step 4913 / 3450112: 7715
Fourier-Motzkin Elimination step 5728 / 2304896: 6116
Fourier-Motzkin Elimination step 4914 / 3450112: 7678
Fourier-Motzkin Elimination step 5730 / 2304896: 5804
Fourier-Motzkin Elimination step 4915 / 3450112: 7744
Fourier-Motzkin Elimination step 5733 / 2304896: 6689
Fourier-Motzkin Elimination step 4916 / 3450112: 8021
Fourier-Motzkin Elimination step 5734 / 2304896: 6815
Fourier-Motzkin Elimination step 4917 / 3450112: 8799
Fourier-Motzkin Elimination step 5735 / 2304896: 6949
Fourier-Motzkin Elimination step 5736 / 2304896: 6902
Fourier-Motzkin Elimination step 5737 / 2304896: 6959
Fourier-Motzkin Elimination step 4918 / 3450112: 7815
Fourier-Motzkin Elimination step 5738 / 2304896: 6995
Fourier-Motzkin Elimination step 5739 / 2304896: 7256
Fourier-Motzkin Elimination step 4919 / 3450112: 8114
Fourier-Motzkin Elimination step 5740 / 2304896: 7236
Fourier-Motzkin Elimination step 5741 / 2304896: 7292
Fourier-Motzkin Elimination step 4920 / 3450112: 7811
Fourier-Motzkin Elimination step 5742 / 2304896: 7487
Fourier-Motzkin Elimination step 5743 / 2304896: 7424
Fourier-Motzkin Elimination step 4921 / 3450112: 7902
Fourier-Motzkin Elimination step 5744 / 2304896: 7446
Fourier-Motzkin Elimination step 4922 / 3450112: 7281
Fourier-Motzkin Elimination step 5745 / 2304896: 7600
Fourier-Motzkin Elimination step 4923 / 3450112: 7360
Fourier-Motzkin Elimination step 5746 / 2304896: 7276
Fourier-Motzkin Elimination step 5747 / 2304896: 7581
Fourier-Motzkin Elimination step 4924 / 3450112: 7338
Fourier-Motzkin Elimination step 5748 / 2304896: 7487
Fourier-Motzkin Elimination step 4925 / 3450112: 7563
Fourier-Motzkin Elimination step 5749 / 2304896: 7462
Fourier-Motzkin Elimination step 5750 / 2304896: 7718
Fourier-Motzkin Elimination step 4926 / 3450112: 7306
Fourier-Motzkin Elimination step 5751 / 2304896: 7682
Fourier-Motzkin Elimination step 5752 / 2304896: 7646
Fourier-Motzkin Elimination step 4927 / 3450112: 7391
Fourier-Motzkin Elimination step 5753 / 2304896: 7722
Fourier-Motzkin Elimination step 4928 / 3450112: 7476
Fourier-Motzkin Elimination step 5754 / 2304896: 7798
Fourier-Motzkin Elimination step 4929 / 3450112: 7301
Fourier-Motzkin Elimination step 5755 / 2304896: 7454
Fourier-Motzkin Elimination step 4930 / 3450112: 7244
Fourier-Motzkin Elimination step 5756 / 2304896: 7425
Fourier-Motzkin Elimination step 4931 / 3450112: 7270
Fourier-Motzkin Elimination step 5757 / 2304896: 7507
Fourier-Motzkin Elimination step 4932 / 3450112: 7110
Fourier-Motzkin Elimination step 5758 / 2304896: 7048
Fourier-Motzkin Elimination step 4933 / 3450112: 7199
Fourier-Motzkin Elimination step 5759 / 2304896: 7256
Fourier-Motzkin Elimination step 5760 / 2304896: 7464
Fourier-Motzkin Elimination step 4934 / 3450112: 7058
Fourier-Motzkin Elimination step 5761 / 2304896: 7491
Fourier-Motzkin Elimination step 5762 / 2304896: 7494
Fourier-Motzkin Elimination step 4935 / 3450112: 7219
Fourier-Motzkin Elimination step 5763 / 2304896: 7553
Fourier-Motzkin Elimination step 4936 / 3450112: 6764
Fourier-Motzkin Elimination step 5764 / 2304896: 7537
Fourier-Motzkin Elimination step 4937 / 3450112: 6703
Fourier-Motzkin Elimination step 5765 / 2304896: 7509
Fourier-Motzkin Elimination step 4938 / 3450112: 6661
Fourier-Motzkin Elimination step 5766 / 2304896: 7600
Fourier-Motzkin Elimination step 4939 / 3450112: 6820
Fourier-Motzkin Elimination step 5767 / 2304896: 7745
Fourier-Motzkin Elimination step 5768 / 2304896: 7682
Fourier-Motzkin Elimination step 4940 / 3450112: 6530
Fourier-Motzkin Elimination step 4941 / 3450112: 6490
Fourier-Motzkin Elimination step 5769 / 2304896: 7535
Fourier-Motzkin Elimination step 4942 / 3450112: 6417
Fourier-Motzkin Elimination step 5770 / 2304896: 7388
Fourier-Motzkin Elimination step 4943 / 3450112: 6503
Fourier-Motzkin Elimination step 5771 / 2304896: 7660
Fourier-Motzkin Elimination step 4944 / 3450112: 6268
Fourier-Motzkin Elimination step 5772 / 2304896: 7709
Fourier-Motzkin Elimination step 4945 / 3450112: 6186
Fourier-Motzkin Elimination step 5773 / 2304896: 7913
Fourier-Motzkin Elimination step 4946 / 3450112: 6104
Fourier-Motzkin Elimination step 5774 / 2304896: 7935
Fourier-Motzkin Elimination step 4947 / 3450112: 6027
Fourier-Motzkin Elimination step 5775 / 2304896: 7633
Fourier-Motzkin Elimination step 4948 / 3450112: 5885
Fourier-Motzkin Elimination step 5776 / 2304896: 7772
Fourier-Motzkin Elimination step 4949 / 3450112: 5909
Fourier-Motzkin Elimination step 5777 / 2304896: 8031
Fourier-Motzkin Elimination step 4950 / 3450112: 5643
Fourier-Motzkin Elimination step 5778 / 2304896: 7572
Fourier-Motzkin Elimination step 4951 / 3450112: 5406
Fourier-Motzkin Elimination step 5779 / 2304896: 7405
Fourier-Motzkin Elimination step 4952 / 3450112: 5353
Fourier-Motzkin Elimination step 5780 / 2304896: 7679
Fourier-Motzkin Elimination step 4953 / 3450112: 5469
Fourier-Motzkin Elimination step 4954 / 3450112: 5092
Fourier-Motzkin Elimination step 5781 / 2304896: 8115
Fourier-Motzkin Elimination step 4955 / 3450112: 4974
Fourier-Motzkin Elimination step 4956 / 3450112: 4887
Fourier-Motzkin Elimination step 5782 / 2304896: 7653
Fourier-Motzkin Elimination step 4957 / 3450112: 5004
Fourier-Motzkin Elimination step 5783 / 2304896: 7319
Fourier-Motzkin Elimination step 4958 / 3450112: 4602
Fourier-Motzkin Elimination step 5784 / 2304896: 6523
Fourier-Motzkin Elimination step 4960 / 3450112: 4332
Fourier-Motzkin Elimination step 4961 / 3450112: 4266
Fourier-Motzkin Elimination step 5785 / 2304896: 5937
Fourier-Motzkin Elimination step 4963 / 3450112: 4278
Fourier-Motzkin Elimination step 5786 / 2304896: 5504
Fourier-Motzkin Elimination step 4965 / 3450112: 3698
Fourier-Motzkin Elimination step 5819 / 2304896: 6475
Fourier-Motzkin Elimination step 5820 / 2304896: 6641
Fourier-Motzkin Elimination step 5821 / 2304896: 6600
Fourier-Motzkin Elimination step 5822 / 2304896: 6546
Fourier-Motzkin Elimination step 5823 / 2304896: 6940
Fourier-Motzkin Elimination step 5824 / 2304896: 7004
Fourier-Motzkin Elimination step 5825 / 2304896: 7065
Fourier-Motzkin Elimination step 5826 / 2304896: 7339
Fourier-Motzkin Elimination step 5827 / 2304896: 7344
Fourier-Motzkin Elimination step 5828 / 2304896: 7328
Fourier-Motzkin Elimination step 5829 / 2304896: 7432
Fourier-Motzkin Elimination step 5830 / 2304896: 7624
Fourier-Motzkin Elimination step 5831 / 2304896: 7758
Fourier-Motzkin Elimination step 5832 / 2304896: 7816
Fourier-Motzkin Elimination step 5833 / 2304896: 8004
Fourier-Motzkin Elimination step 5834 / 2304896: 7500
Fourier-Motzkin Elimination step 5835 / 2304896: 7739
Fourier-Motzkin Elimination step 5836 / 2304896: 7978
Fourier-Motzkin Elimination step 5837 / 2304896: 8272
Fourier-Motzkin Elimination step 5838 / 2304896: 8352
Fourier-Motzkin Elimination step 5839 / 2304896: 8717
Fourier-Motzkin Elimination step 5840 / 2304896: 8705
Fourier-Motzkin Elimination step 5841 / 2304896: 9070
Fourier-Motzkin Elimination step 5842 / 2304896: 9170
Fourier-Motzkin Elimination step 5843 / 2304896: 9573
Fourier-Motzkin Elimination step 5844 / 2304896: 9634
Fourier-Motzkin Elimination step 5845 / 2304896: 9623
Fourier-Motzkin Elimination step 5846 / 2304896: 9612
Fourier-Motzkin Elimination step 5847 / 2304896: 9881
Fourier-Motzkin Elimination step 5848 / 2304896: 9945
Fourier-Motzkin Elimination step 5089 / 3450112: 3224
Fourier-Motzkin Elimination step 5849 / 2304896: 10283
Fourier-Motzkin Elimination step 5850 / 2304896: 10231
Fourier-Motzkin Elimination step 5851 / 2304896: 10082
Fourier-Motzkin Elimination step 5852 / 2304896: 10010
Fourier-Motzkin Elimination step 5853 / 2304896: 10085
Fourier-Motzkin Elimination step 5854 / 2304896: 9864
Fourier-Motzkin Elimination step 5855 / 2304896: 9740
Fourier-Motzkin Elimination step 5856 / 2304896: 9653
Fourier-Motzkin Elimination step 5857 / 2304896: 9726
Fourier-Motzkin Elimination step 5858 / 2304896: 9517
Fourier-Motzkin Elimination step 5110 / 3450112: 4530
Fourier-Motzkin Elimination step 5859 / 2304896: 9418
Fourier-Motzkin Elimination step 5112 / 3450112: 4672
Fourier-Motzkin Elimination step 5860 / 2304896: 9297
Fourier-Motzkin Elimination step 5113 / 3450112: 4854
Fourier-Motzkin Elimination step 5861 / 2304896: 9492
Fourier-Motzkin Elimination step 5114 / 3450112: 4625
Fourier-Motzkin Elimination step 5115 / 3450112: 4761
Fourier-Motzkin Elimination step 5862 / 2304896: 9030
Fourier-Motzkin Elimination step 5116 / 3450112: 5167
Fourier-Motzkin Elimination step 5863 / 2304896: 9409
Fourier-Motzkin Elimination step 5117 / 3450112: 4420
Fourier-Motzkin Elimination step 5864 / 2304896: 9551
Fourier-Motzkin Elimination step 5865 / 2304896: 9969
Fourier-Motzkin Elimination step 5866 / 2304896: 9966
Fourier-Motzkin Elimination step 5122 / 3450112: 4756
Fourier-Motzkin Elimination step 5123 / 3450112: 4737
Fourier-Motzkin Elimination step 5867 / 2304896: 9919
Fourier-Motzkin Elimination step 5124 / 3450112: 4741
Fourier-Motzkin Elimination step 5868 / 2304896: 9792
Fourier-Motzkin Elimination step 5125 / 3450112: 4776
Fourier-Motzkin Elimination step 5126 / 3450112: 4854
Fourier-Motzkin Elimination step 5869 / 2304896: 9881
Fourier-Motzkin Elimination step 5127 / 3450112: 4834
Fourier-Motzkin Elimination step 5128 / 3450112: 4745
Fourier-Motzkin Elimination step 5870 / 2304896: 9798
Fourier-Motzkin Elimination step 5129 / 3450112: 4655
Fourier-Motzkin Elimination step 5130 / 3450112: 4840
Fourier-Motzkin Elimination step 5871 / 2304896: 9816
Fourier-Motzkin Elimination step 5132 / 3450112: 4889
Fourier-Motzkin Elimination step 5872 / 2304896: 9712
Fourier-Motzkin Elimination step 5133 / 3450112: 4909
Fourier-Motzkin Elimination step 5134 / 3450112: 4751
Fourier-Motzkin Elimination step 5873 / 2304896: 9848
Fourier-Motzkin Elimination step 5874 / 2304896: 9792
Fourier-Motzkin Elimination step 5137 / 3450112: 4827
Fourier-Motzkin Elimination step 5875 / 2304896: 9740
Fourier-Motzkin Elimination step 5138 / 3450112: 4750
Fourier-Motzkin Elimination step 5876 / 2304896: 9784
Fourier-Motzkin Elimination step 5140 / 3450112: 5366
Fourier-Motzkin Elimination step 5877 / 2304896: 10070
